node num, client num, process num, osd num, bw, mode
4, 1, 4, 11, 1678.19, read 
4, 2, 4, 11, 3349.89, read
4, 3, 4, 11, 5073.05, read
4, 4, 4, 11, 5714.46, read
4, 5, 4, 11, 5551.15, read
4, 6, 4, 11, 5750.15, read
4, 7, 4, 11, 5863.98, read
4, 8, 4, 11, 5783.7, read
4, 1, 4, 11, 2310.25, write
4, 2, 4, 11, 4615.59, write
4, 3, 4, 11, 4961.41, write
4, 4, 4, 11, 4743.26, write
4, 5, 4, 11, 4683.31, write
4, 6, 4, 11, 4832.23, write
4, 7, 4, 11, 4760.47, write
4, 8, 4, 11, 4819, write


